,RaT,Pr,RaS,Sc,x,Tbar,σTbar,Tp2,σTp2,chiT,σchiT,epsilon,σepsilon,vxT,σvxT,vxp2,σvxp2,vxvy,σvxvy,vxvz,σvxvz,vyT,σvyT,vybar,σvybar,vyp2,σvyp2,vzT,σvzT,vzbar,σvzbar,vzp2,σvzp2,Rρ,ν,κT,κS
86,10000000.0,10.0,-400000.0,20.0,0.2740488474007458,0.019590305880230165,0.002570017612357137,0.0022976342544788306,0.00026327316453770005,0.0002697150370748765,3.551183300832039e-05,0.009361513202122366,0.0013545726102789102,0.0012647669950477123,0.0002772552052673033,0.012035142626702263,0.0017747596724977976,0.007808082596657419,0.0015651804576171924,5.2889933067605806e-05,0.0007742342745511843,0.008352685934347136,0.0012639072342967652,0.1565751209246607,0.022081055042137126,0.04668226396783975,0.008090618105321076,-0.00013664934431457102,0.0005453453624082418,-0.005598827353705086,0.011508149243166574,0.021248008143883203,0.003195454080272146,50.0,0.001,0.0001,5e-05
87,10000000.0,10.0,-400000.0,20.0,0.2791110584326457,0.019043709221108613,0.002555088091691867,0.0022621734129037547,0.00026165763120756196,0.0002661680104135647,3.518811825132061e-05,0.009380441495070483,0.0013599001132214316,0.001265056174836135,0.0002779602297328159,0.012190829005075099,0.0017885178086827895,0.00790737228241216,0.0015841392760946984,5.5305397238039635e-05,0.0007856389230771102,0.008153467424768865,0.0012346379136194527,0.15289145208081534,0.021731297425568997,0.04669958822892212,0.008069000011507815,-0.00013347904905464824,0.0005423895222841493,-0.00555842014561132,0.011444738922471652,0.02131370857730144,0.0032169821716066167,50.0,0.001,0.0001,5e-05
88,10000000.0,10.0,-400000.0,20.0,0.28420087883831113,0.01850387532656876,0.0025408590698979628,0.002228140548858433,0.00026007992495807284,0.0002627040990061067,3.4856325823889915e-05,0.009398681085484074,0.0013647147372206749,0.0012653599986372872,0.00027860931759786834,0.012342842958526843,0.001801673542362896,0.008004386652760879,0.0016026043459568802,5.7662902156057925e-05,0.0007968132069896927,0.007960692759220999,0.0012067730108456236,0.1492024392981276,0.02139055064120759,0.046714215199477736,0.008048662225197333,-0.00013005766484895572,0.0005394244355502088,-0.005508263838538854,0.011378007547774939,0.021379739984349243,0.003237743856013711,50.0,0.001,0.0001,5e-05
89,10000000.0,10.0,-400000.0,20.0,0.28931767243037587,0.0179712712592586,0.00252712253806922,0.002195541917868476,0.0002585897077777684,0.00025932558919308075,3.45154508827567e-05,0.009416277103579094,0.0013690350890255875,0.0012656602847585677,0.00027920496240330453,0.012491162547097343,0.0018142717304300692,0.00809911242427201,0.001620577644526997,5.9950248408905716e-05,0.0008077507081888839,0.007774332729900276,0.0011802560538481932,0.14550836643045661,0.02105955326247208,0.04672645354925718,0.008029814668405875,-0.00012643649788247687,0.0005365021973013154,-0.0054485863885164396,0.011308143517450991,0.021446014298626876,0.0032576040310949494,50.0,0.001,0.0001,5e-05
90,10000000.0,10.0,-400000.0,20.0,0.29446079965003824,0.017446107151625468,0.002514000449231888,0.002164315966804502,0.00025721468845846517,0.00025606589229227786,3.4180556174691786e-05,0.009433292520847828,0.0013729272986730168,0.0012659369923778729,0.0002797451890854084,0.012635771361371064,0.0018263580793444676,0.008191535444645636,0.0016380603164240428,6.215628373203187e-05,0.0008184491353577647,0.007594277532993121,0.0011550464656640079,0.14180946288924268,0.02073903885763083,0.04673657169415006,0.00801262294810368,-0.00012265519275324297,0.0005336800617576261,-0.005379680644193876,0.01123531448963593,0.021512419293439305,0.003276423737382752,50.0,0.001,0.0001,5e-05
91,10000000.0,10.0,-400000.0,20.0,0.2996296176470012,0.016928280053205576,0.0025016565545563844,0.00213438314914537,0.000255939230998785,0.00025293838596131003,3.383400637436564e-05,0.009449794277460205,0.0013765115755575608,0.0012661888043247985,0.0002802246000472894,0.012776658337963872,0.0018379781830069502,0.008281641465858578,0.001655053082595301,6.42710556095288e-05,0.0008289095700011843,0.007420370811410769,0.001131119851909267,0.13810588417875574,0.020429739931567253,0.04674479973045265,0.007997230507332634,-0.00011877035776478575,0.000531006272558002,-0.005301898691593771,0.01115965925257327,0.0215788221389455,0.003294069938355925,50.0,0.001,0.0001,5e-05
92,10000000.0,10.0,-400000.0,20.0,0.304823480359823,0.016417497464783222,0.0024900243500066673,0.0021056576052005966,0.000254717739997189,0.0002499560666674132,3.349646457643925e-05,0.009465838553162138,0.001379939886351857,0.0012664226002843185,0.0002806450315381846,0.012913817333046794,0.0018491765514145532,0.008369416183555918,0.0016715563874425657,6.628584718095441e-05,0.0008391352243895377,0.007252399027101112,0.0011084358369193293,0.1343977019441863,0.020132381337512537,0.04675132916793376,0.007983774775776838,-0.00011485135931990291,0.0005285095384817242,-0.005215645651006751,0.011081286526808279,0.021645076428249203,0.0033104291911082552,50.0,0.001,0.0001,5e-05
93,10000000.0,10.0,-400000.0,20.0,0.3100417385966704,0.015913231031786094,0.002478796931558337,0.002078057818195136,0.00025352570258189115,0.0002471170885296817,3.3187068656924193e-05,0.009481467983668628,0.001383346859774933,0.0012666374025774806,0.0002810258896482445,0.013047246527973946,0.001859995613859666,0.008454844780906313,0.0016875703229461496,6.819307525145291e-05,0.0008491300733667327,0.007090097194530923,0.0010868965253813506,0.13068489978956876,0.01984767032335225,0.046756312313116936,0.007972397658015004,-0.00011093307185690815,0.0005261831535477803,-0.005121373853180857,0.011000281327795059,0.021711031904286627,0.0033254242530868215,50.0,0.001,0.0001,5e-05
94,10000000.0,10.0,-400000.0,20.0,0.31528374011646226,0.015414672624095897,0.002467710771590574,0.0020515280704522625,0.0002523586282072474,0.0002443829020415963,3.286661846727213e-05,0.009496717144245171,0.0013868116400641336,0.001266829350638571,0.00028139580413156834,0.013176947695943197,0.00187047473347244,0.008537911657744751,0.0017030942690583156,6.998613612505543e-05,0.0008588976293305927,0.006933225739584034,0.0010663493324721172,0.1269673750898652,0.019576286709312073,0.04675986274938485,0.007963252467834013,-0.00010698428673236565,0.0005239897982298977,-0.005019578042062961,0.010916717656872025,0.021776544530261756,0.003339030311692669,50.0,0.001,0.0001,5e-05
95,10000000.0,10.0,-400000.0,20.0,0.3205488297103946,0.014920934895617154,0.0024568497026120255,0.002026031275302665,0.00025118465998181974,0.00024173694207974748,3.253261732080214e-05,0.009511621240886635,0.0013903621360937238,0.0012669998814290391,0.00028177206143611185,0.013302925368978709,0.0018806493125676932,0.008618600494305696,0.0017181258235852831,7.165937443220753e-05,0.0008684400116484467,0.006781633072566066,0.0010466502104527601,0.12324494832325679,0.01931886819605134,0.04676205552108282,0.007956508153160274,-0.000102912721187404,0.0005218904656759657,-0.004910791366964455,0.010830674824787702,0.02184148380964007,0.0033512859696153865,50.0,0.001,0.0001,5e-05
96,10000000.0,10.0,-400000.0,20.0,0.32583634928383637,0.014431267361387662,0.0024465621248856,0.002001550440060275,0.00024993093179416335,0.00023917255018303653,3.223141049460691e-05,0.009526229302057381,0.0013940019523234974,0.001267154726477266,0.00028214785553822393,0.013425185962104274,0.001890550032372164,0.008696894680512728,0.0017326591142624644,7.320831020829532e-05,0.0008777574467745997,0.006635208410751211,0.0010276846913767198,0.11951737574354095,0.019075982917203707,0.04676292829038253,0.007952350588120128,-9.862989237735526e-05,0.0005198590987822591,-0.004795580975846847,0.010742253808032516,0.02190573499947829,0.0033622949200424078,50.0,0.001,0.0001,5e-05
97,10000000.0,10.0,-400000.0,20.0,0.331145637938586,0.013945096608683167,0.0024370852923412453,0.0019780745701353793,0.00024852904554572034,0.00023668537210624213,3.19761726795548e-05,0.009540613871540753,0.0013977232628497227,0.001267301230642188,0.00028249790571781497,0.013543736890617228,0.001900202248718636,0.008772778309378667,0.0017466836774719724,7.463010461534062e-05,0.0008868483490151781,0.006493803020317499,0.0010093259855786956,0.11578436227522482,0.018848093249893706,0.04676248946300702,0.007950980923697486,-9.414808581062395e-05,0.0005178815135114597,-0.004674541641533959,0.010651589793518563,0.021969195735617376,0.0033722174063143795,50.0,0.001,0.0001,5e-05
98,10000000.0,10.0,-400000.0,20.0,0.3364760320554787,0.013462002722492228,0.0024284148558962712,0.0019555894163603583,0.0002469566504779494,0.00023429751800365997,3.176443907964799e-05,0.009554856940381282,0.0014015047061034498,0.0012674478265984738,0.00028280906646752964,0.013658585704703978,0.001909625616805259,0.008846237733768957,0.0017601849156966176,7.592409456593601e-05,0.0008957100254448709,0.006357264353447802,0.000991467477864489,0.11204557781268733,0.01863552452420103,0.04676073692321973,0.007952610474552903,-8.957525219131419e-05,0.0005159677165518384,-0.004548286285611253,0.010558857740311988,0.02203176871390454,0.0033812540737964613,50.0,0.001,0.0001,5e-05
99,10000000.0,10.0,-400000.0,20.0,0.3418268653773338,0.012981640302934777,0.0024204624740471266,0.0019341080670274681,0.0002452441011766538,0.00023201514269609178,3.159980625710137e-05,0.009569015785228795,0.0014053131717523112,0.0012675948752624165,0.000283101115026959,0.013769739332573272,0.0019188340591448014,0.008917263255490481,0.001773145443869049,7.70921825832944e-05,0.0009043398342302389,0.006225519459137285,0.0009741097939307741,0.10830068058580287,0.018438442821454848,0.04675768039228833,0.007957448422825494,-8.503006047885767e-05,0.0005141628063888313,-0.00441743324993488,0.010464269608112503,0.022093353563976827,0.003389626342639127,50.0,0.001,0.0001,5e-05
100,10000000.0,10.0,-400000.0,20.0,0.3471974690922312,0.012503616560676738,0.002413096244185833,0.0019136560157058126,0.00024345243753843624,0.00022980843375913253,3.143827821547688e-05,0.009583093613639633,0.001409110529384745,0.0012677275453742967,0.0002833955233491705,0.013877203571295477,0.0019278361291072215,0.008985850600791245,0.0017855461408696938,7.81389254103923e-05,0.0009127364561531358,0.006098584223395525,0.0009573350902465486,0.10454934942586923,0.018256835473260714,0.046753355411160415,0.007965678288464985,-8.060889426871064e-05,0.0005125220536461652,-0.004282591232598973,0.010368064620234967,0.02215384117067388,0.003397556529081343,50.0,0.001,0.0001,5e-05
101,10000000.0,10.0,-400000.0,20.0,0.35258717191710764,0.012027521021661516,0.002406103174996885,0.0018942133839237021,0.00024161447029934425,0.0002276671041017406,3.123402091765254e-05,0.009597032336740738,0.0014128531900352165,0.001267835016251176,0.0002836791306087889,0.013980982889625054,0.001936635694287529,0.009052001862346094,0.001797367470224178,7.907127566352142e-05,0.0009209009148633182,0.005976529587530733,0.0009411884841422122,0.10079132377818102,0.018090495164792903,0.04674782294117947,0.007977426237917825,-7.640301948471485e-05,0.0005110785533350174,-0.004144343713904328,0.01027049636004147,0.02221311210093429,0.0034052492526984407,50.0,0.001,0.0001,5e-05
102,10000000.0,10.0,-400000.0,20.0,0.35799530018166215,0.011552996200344744,0.00239925322335283,0.0018757089769767454,0.00023970952340650494,0.0002256419750485183,3.1021840245540524e-05,0.009610725036446057,0.001416482775358287,0.0012679294428328707,0.0002839264963933509,0.014081080434949983,0.0019452327861121418,0.009115725166577302,0.001808591968448146,7.989808389608328e-05,0.0009288371249831465,0.005859435194956041,0.0009256215562009935,0.09702644408452041,0.017939015526423185,0.04674115647189825,0.007992731998351574,-7.250509003067103e-05,0.0005098314457358563,-0.004003235000585041,0.010171821332505179,0.022271038254243206,0.003412874998085922,50.0,0.001,0.0001,5e-05
103,10000000.0,10.0,-400000.0,20.0,0.36342117791255896,0.011079785412583556,0.002392325861028606,0.0018580879398559721,0.00023771263698941995,0.000223750068711654,3.083482534606861e-05,0.009624040338622544,0.001419919703010269,0.00126803451689224,0.00028413445025684533,0.014177498035390495,0.0019536244856384363,0.009177032731495869,0.001819207092781699,8.062957429196526e-05,0.0009365519971381227,0.005747329654234953,0.0009105318999035113,0.09325468429752186,0.017801799580824278,0.04673342315130541,0.008011532542709865,-6.896838770435355e-05,0.0005087568929490056,-0.0038597592935563896,0.01007229264460023,0.022327485303136062,0.0034205573503949724,50.0,0.001,0.0001,5e-05
104,10000000.0,10.0,-400000.0,20.0,0.36886412691791937,0.010607880049162462,0.0023850194016727198,0.0018413264113709884,0.00023563750871809585,0.00022195040392915336,3.068607371981243e-05,0.009636862376626375,0.0014230790528020824,0.0012681567509399995,0.00028431783249280117,0.014270236076116162,0.0019618057542692088,0.009235938096481943,0.0018292072054451156,8.127698311796555e-05,0.0009440553137652413,0.005640150882679788,0.000895810821280032,0.08947617177915868,0.01767807988706941,0.04672466773209782,0.008033661890300173,-6.577000664448153e-05,0.000507824503585067,-0.0037143528409782703,0.009972160403237918,0.022382314292332124,0.003428366232810768,50.0,0.001,0.0001,5e-05
105,10000000.0,10.0,-400000.0,20.0,0.37432346687209006,0.01013755385181634,0.0023769657865949398,0.001825384315002632,0.00023353164386554664,0.00022020815913255604,3.0548468979273784e-05,0.009649137577238938,0.0014259152598863048,0.001268277913463197,0.00028450018310736746,0.014359293290201048,0.001969770129580412,0.009292453936975338,0.0018385941150381422,8.185240387884751e-05,0.0009513595645013421,0.00553773052748135,0.0008813980458464957,0.08569118824855217,0.017566954276810143,0.04671490823291847,0.0080588627978127,-6.286956625238233e-05,0.0005070029304362958,-0.0035673881981738436,0.009871678326782806,0.022435383026627415,0.003436318911430014,50.0,0.001,0.0001,5e-05
106,10000000.0,10.0,-400000.0,20.0,0.37979851540067866,0.009669124813758284,0.0023679731152111134,0.0018101893617195027,0.00023142650925219777,0.00021853246975200272,3.0389302420918386e-05,0.00966088742810526,0.0014284679957226782,0.0012683812866669272,0.00028469822982398455,0.01444466655448965,0.0019775102598006402,0.009346591200750556,0.0018473761708365918,8.236870889993956e-05,0.0009584797056361442,0.005439820876636606,0.0008673535934159719,0.08190015180183045,0.017467436557946334,0.04670414898358135,0.008086802400680371,-6.0266365605177184e-05,0.0005062552060253332,-0.0034191695965891675,0.009771114390678088,0.022486549118736335,0.0034443880336589242,50.0,0.001,0.0001,5e-05
107,10000000.0,10.0,-400000.0,20.0,0.3852885881658449,0.009202796678711557,0.0023582155267719684,0.0017956983348354264,0.00022932946674891094,0.0002169397704371673,3.020558239629969e-05,0.009672168628691575,0.0014308692855382844,0.00126846613255182,0.0002848969058684487,0.014526350761103916,0.0019850182911534805,0.009398358863935934,0.001855566582860212,8.283934532904137e-05,0.000965432546527947,0.005346231695396861,0.0008537943162592979,0.07810359041821223,0.017378510600054613,0.04669240782289197,0.008117086862248728,-5.7983069066054515e-05,0.0005055124433937463,-0.0032699292641165047,0.009670762131041129,0.022535675350466643,0.0034525129548029134,50.0,0.001,0.0001,5e-05
108,10000000.0,10.0,-400000.0,20.0,0.39079299895183744,0.008738669196566332,0.002348204754671402,0.0017819306083393168,0.00022724426993876937,0.00021542256561289915,3.001918696651255e-05,0.00968302467757175,0.0014332996925638204,0.0012685339421792193,0.0002850709160686443,0.014604338825563784,0.0019922860862497203,0.009447763523188558,0.0018631818814441987,8.32778468823359e-05,0.0009722354023791851,0.005256933675433908,0.0008407102606835137,0.07430211508163907,0.017299176202040297,0.0466797412243266,0.008149278042262913,-5.601749056293532e-05,0.0005046988333204462,-0.0031198254819607865,0.009570949392157291,0.022582635526747757,0.003460609708979611,50.0,0.001,0.0001,5e-05
109,10000000.0,10.0,-400000.0,20.0,0.3963110597507657,0.008276685786300739,0.0023384558212185312,0.001768916530598041,0.00022518520893149142,0.00021396148295509183,2.9852665990744007e-05,0.00969346308928069,0.0014359119579305762,0.0012685950311363769,0.00028522315839500103,0.014678621840337447,0.001999305236101207,0.00949480892335635,0.0018702409695192726,8.369703721105212e-05,0.0009789039049986187,0.005171963669545778,0.0008279110395952655,0.07049639347603275,0.01722848124015261,0.04666625281286437,0.008182918702872428,-5.430979041613435e-05,0.0005037905754462593,-0.002968943700034605,0.009472043253071894,0.022627317778336115,0.003468577225626204,50.0,0.001,0.0001,5e-05
110,10000000.0,10.0,-400000.0,20.0,0.4018420808485952,0.007816673395254617,0.0023290683363152345,0.0017566375041483634,0.0002231964473558816,0.00021256982862555296,2.9711264709027773e-05,0.009703446868487486,0.0014387525885359487,0.0012686761628866727,0.00028536740969954227,0.014749189322908909,0.002006066879724899,0.009539495049654182,0.0018767645052515545,8.410808478839232e-05,0.0009854492405145976,0.00509130400406839,0.0008151743404384255,0.06668712611122822,0.01716554304794086,0.04665208755653579,0.008217564643135193,-5.2792188560850526e-05,0.0005027769569668173,-0.002817301855751591,0.009374452300842231,0.022669623289756094,0.003476300580226935,50.0,0.001,0.0001,5e-05
111,10000000.0,10.0,-400000.0,20.0,0.4073853709113565,0.007358534406129315,0.002319825178069848,0.001745056171650613,0.00022133743668880664,0.00021125980721931162,2.954788245131564e-05,0.009712898142923186,0.0014417181646777233,0.001268788586711379,0.00028550744906500155,0.01481602944280646,0.002012561401517232,0.009581816648916155,0.0018827743478633167,8.451967644782577e-05,0.0009918753354566426,0.005014898421961287,0.0008023996829161317,0.06287502361264803,0.017109568254651587,0.04663742044683511,0.008252812762170013,-5.142908517193246e-05,0.0005016054837093946,-0.0026648602720314657,0.009278628632427012,0.022709460659242266,0.0034836535354789053,50.0,0.001,0.0001,5e-05
112,10000000.0,10.0,-400000.0,20.0,0.41294023707155636,0.0069022819402120815,0.0023106547783782213,0.0017341549906935319,0.00021961771913263408,0.00021001181422080514,2.9367353303612744e-05,0.009721733177057296,0.0014445831300170782,0.0012689078741727148,0.0002856474159344871,0.01487912905532121,0.002018778086458903,0.009621762688001245,0.0018882929847665755,8.493752709492237e-05,0.000998176611174445,0.004942691565110507,0.0007896009024804649,0.059060780289185065,0.017059870475344817,0.046622442925689705,0.008288315792189884,-5.01833900186995e-05,0.0005002151023232994,-0.002511535551722976,0.009185071082627934,0.0227467382244162,0.0034905024286795844,50.0,0.001,0.0001,5e-05
113,10000000.0,10.0,-400000.0,20.0,0.41850598501478065,0.006447828135492479,0.0023017102001347115,0.0017239165860298588,0.0002180295813612809,0.00020883868565021362,2.9232801327185776e-05,0.009729909951663921,0.0014470974201582657,0.0012690028551637501,0.0002857975910000817,0.014938473386171377,0.0020247047711484906,0.009659318026790409,0.0018933426313360964,8.536426215734282e-05,0.0010043368901801963,0.0048746504724383995,0.000776824661853702,0.055245046456603566,0.017015872815298195,0.0466073510613041,0.008323782168234102,-4.9008048604672894e-05,0.0004986118038042508,-0.0023572170518884484,0.009094328745201798,0.02278135789022454,0.0034967127710894092,50.0,0.001,0.0001,5e-05
114,10000000.0,10.0,-400000.0,20.0,0.4240819190664782,0.005994903545121999,0.0022931264031173424,0.0017143278611144895,0.00021660951148271408,0.0002077717980860682,2.9154099539152795e-05,0.009737446409382473,0.0014490885359808917,0.0012690711947257625,0.0002859650355720874,0.014994045372506365,0.002030327525584716,0.009694466455140235,0.001897944107350208,8.579951526672662e-05,0.0010103298113132181,0.004810836363650238,0.000764156583360615,0.051428411366039255,0.016977089902369066,0.04659233929958461,0.008358962661757873,-4.787798384770332e-05,0.0004968937276688324,-0.002201784293792041,0.009007001518623804,0.02281321400433528,0.003502158992552488,50.0,0.001,0.0001,5e-05
115,10000000.0,10.0,-400000.0,20.0,0.42966734227891507,0.005543289439615466,0.0022850386608474285,0.0017053991396606828,0.00021539434592635252,0.00020681723892609688,2.911412063186409e-05,0.009744400040824903,0.0014505034385572798,0.0012691305988387373,0.000286145948936551,0.015045824878873857,0.0020356304570162396,0.00972719321418427,0.001902116139268211,8.624002573151479e-05,0.0010161207371427625,0.0047514162670432925,0.0007517797256322859,0.04761140405049032,0.016943100925140165,0.04657759613552888,0.00839362649185776,-4.6795829800945935e-05,0.000495214513627659,-0.002045124197598207,0.008923733401306718,0.02284219986880952,0.0035067365646058754,50.0,0.001,0.0001,5e-05
116,10000000.0,10.0,-400000.0,20.0,0.4352615565182869,0.005092897055909513,0.002277658128135721,0.0016971559696089258,0.00021438746109156176,0.00020596625561686632,2.908759810169071e-05,0.009750833600476554,0.0014513979166385636,0.0012691912443794399,0.0002863186089707964,0.015093788108998703,0.002040595767126908,0.00975748619482769,0.001905875125662962,8.66796841067317e-05,0.0010216696897429524,0.004696566827360706,0.000739949631912874,0.04379450356287875,0.016913527244577436,0.04656329865184562,0.008427532614632536,-4.5776696768227164e-05,0.0004937271280164867,-0.0018871476553226772,0.008845195047724373,0.022868222635992436,0.00351037460643933,50.0,0.001,0.0001,5e-05
117,10000000.0,10.0,-400000.0,20.0,0.4408638625519804,0.004643663837319803,0.0022710981868289517,0.0016896186787064937,0.00021354708032927757,0.0002051945543071865,2.9056293978205353e-05,0.009756791941894605,0.001451912875415019,0.0012692598923632194,0.00028645079443792603,0.015137907503530413,0.00204520419233924,0.009785335857603484,0.0019092356465238078,8.710972000696332e-05,0.0010269344710946682,0.004646396724244022,0.0007288975031520464,0.039978150156157875,0.016888018564667727,0.046549607707000805,0.00846040547964947,-4.486696167449129e-05,0.0004925309815994036,-0.0017278049138510837,0.00877205428356816,0.02289122442886494,0.0035130463701376997,50.0,0.001,0.0001,5e-05
118,10000000.0,10.0,-400000.0,20.0,0.44647356013597184,0.0041956474880975505,0.0022651899516979252,0.0016827808108470874,0.00021278713796894037,0.00020447008259346042,2.903183679360943e-05,0.009762298615611838,0.0014522396887337056,0.0012693429208963391,0.00028653311941266547,0.015178152277243097,0.0020494358896705257,0.009810733565343758,0.001912212303806189,8.751928703671297e-05,0.0010318731052827465,0.004600904052310286,0.0007187192841173097,0.03616275236163885,0.01686624610627348,0.04653666543771346,0.008491924240159526,-4.4131706484963645e-05,0.0004916474751731012,-0.0015670985247891686,0.008704935989223072,0.022911204221994188,0.003514775103498533,50.0,0.001,0.0001,5e-05
119,10000000.0,10.0,-400000.0,20.0,0.45208994810235215,0.0037490118339077744,0.002259539251640135,0.0016766010250700149,0.00021204040171777185,0.00020379492883885805,2.9027834080790914e-05,0.009767356991289533,0.0014525540699711337,0.0012694348776828314,0.0002865885699274409,0.015214489507174748,0.0020532716996715817,0.009833669070194636,0.00191482154962419,8.789657387132618e-05,0.0010364451849451228,0.004559966545084754,0.0007093502917308204,0.0323486805042057,0.016847901130659475,0.04652459805974856,0.008521728204477498,-4.358703954450674e-05,0.0004910344194217946,-0.0014050917578326057,0.008644375970240491,0.02292823328977108,0.0035156340998963973,50.0,0.001,0.0001,5e-05
120,10000000.0,10.0,-400000.0,20.0,0.4577123244469671,0.0033038191188996223,0.0022538979373670446,0.001671044115173223,0.0002112976740251823,0.00020320392150403787,2.902111214579356e-05,0.009771936554229678,0.001452945816582209,0.001269523203845722,0.0002866418835131293,0.015246885536633246,0.002056694605760793,0.009854128795870118,0.0019170819487886168,8.8230395591305e-05,0.0010406123951404102,0.004523429028727108,0.0007006975031627897,0.028536245713489356,0.016832693946023027,0.046513525381335914,0.008549433770561513,-4.3177844001502005e-05,0.0004906456947570748,-0.0012419099481097862,0.008590776737418948,0.02294245849623718,0.0035157415659833246,50.0,0.001,0.0001,5e-05
121,10000000.0,10.0,-400000.0,20.0,0.4633399864171626,0.002859979920248524,0.0022484642477690695,0.0016661427002780647,0.00021056754276836938,0.00020268385266066448,2.896946475328596e-05,0.009775960646506123,0.0014534054417306367,0.0012695966116536101,0.00028669810313385595,0.015275307506293433,0.002059691181819176,0.009872095562279977,0.0019190130905592728,8.851205884496054e-05,0.0010443389058688256,0.004491237195976069,0.0006927637385961438,0.02472567577248262,0.016820344992591343,0.046503569803882365,0.008574653442409725,-4.281109520500015e-05,0.0004904598978742653,-0.0010777325355472878,0.008544375117656561,0.02295409167948239,0.003515251736417559,50.0,0.001,0.0001,5e-05
122,10000000.0,10.0,-400000.0,20.0,0.46897223059962323,0.0024173088288347968,0.002243636901757233,0.0016619594883572905,0.0002098583369850492,0.0002021987159823913,2.8859247936296303e-05,0.009779329477567726,0.001453870030549239,0.0012696471752890962,0.0002867480545455575,0.015299724879676018,0.002062252785962282,0.009887549612985476,0.0019206336727277838,8.873708503584462e-05,0.0010475921209780112,0.00446347902791237,0.0006855913617577976,0.020917095560325512,0.01681056928977972,0.04649485429900876,0.008597011823223456,-4.2407665360806425e-05,0.0004904255239958162,-0.0009127749299194565,0.008505230889251106,0.022963387855939314,0.00351434337895742,50.0,0.001,0.0001,5e-05
123,10000000.0,10.0,-400000.0,20.0,0.47460835300829296,0.001975564866732779,0.002239668498060633,0.0016584962639650284,0.00020917780063286267,0.00020178312688372404,2.874542323067925e-05,0.009781971728545759,0.0014542751933150088,0.0012696708701405409,0.00028677665953477915,0.015320110822363392,0.002064376138841048,0.009900470339889125,0.0019219598471620566,8.890617630296382e-05,0.0010503437179703859,0.004440282688439965,0.0006791884275443146,0.017110515490832204,0.01680306938212559,0.04648748785935205,0.008616162886343733,-4.195431467131899e-05,0.0004904289484088896,-0.0007472622258561798,0.008473241456069145,0.022970618153766338,0.003513206544446842,50.0,0.001,0.0001,5e-05
124,10000000.0,10.0,-400000.0,20.0,0.4802476491723682,0.0015346335710557104,0.002236662136502591,0.0016557341534757396,0.0002085613604127421,0.00020145882227149277,2.8675085770090075e-05,0.00978388174873959,0.001454578578849129,0.00126967249798046,0.0002867753034000674,0.015336443257707647,0.002066062951520268,0.009910837875641426,0.001923004938126994,8.902489570335797e-05,0.0010525705222160294,0.004421714092992179,0.0006736150462741458,0.01330582872395502,0.016797544440842818,0.04648154976633656,0.008631810533271247,-4.1493879938150486e-05,0.0004903576189999898,-0.0005814003096489696,0.008448181149417137,0.022976043778699343,0.003512028330495095,50.0,0.001,0.0001,5e-05
125,10000000.0,10.0,-400000.0,20.0,0.48588941422435084,0.0010947187196613782,0.002234657494445856,0.001653688965696676,0.00020807161828217515,0.00020118252513274905,2.8613648350801427e-05,0.009785130223865053,0.0014547667165849707,0.0012696673255817965,0.0002867612697057139,0.015348705427534812,0.002067318592877246,0.009918633969211638,0.0019237796658726101,8.910198634706074e-05,0.0010542548314416203,0.004407779915998012,0.0006690752322370733,0.009502810675452217,0.016793708319814592,0.04647708420583039,0.008643724866042406,-4.107007470381865e-05,0.000490189930805084,-0.0004153520499018954,0.008429757935899822,0.02297989493319048,0.0035109784995065643,50.0,0.001,0.0001,5e-05
126,10000000.0,10.0,-400000.0,20.0,0.4915329429881517,0.0006560789543743548,0.002233572129470819,0.0016523518929362252,0.00020774887066682805,0.0002009624779958098,2.853670784092472e-05,0.009785845503415021,0.0014548575916279159,0.0012696700062374828,0.00028675802085957944,0.015356885832819075,0.0020681501001185904,0.009923842477326998,0.001924291895626847,8.914686671954079e-05,0.0010553841677091854,0.004398466761559915,0.0006658552522079875,0.005701114355409505,0.016791311048347142,0.046474106978598356,0.008651746398818043,-4.0719075475377434e-05,0.000489997021274443,-0.0002492253898042179,0.008417677289059665,0.02298235558376634,0.0035101962567709306,50.0,0.001,0.0001,5e-05
127,10000000.0,10.0,-400000.0,20.0,0.4971775300672312,0.00021854771724720199,0.002233149765184776,0.001651688193281437,0.00020759249067423024,0.00020084950363516153,2.8485476761346242e-05,0.009786161817366915,0.0014548883874592512,0.0012696786311005713,0.0002867629536128571,0.015360977599206812,0.0020685639306471056,0.009926450482854395,0.0019245466979717772,8.916719709896972e-05,0.0010559507072340302,0.004393788272785856,0.0006641883376312732,0.0019002726831122791,0.016790163724015206,0.046472619216429305,0.008655779078235379,-4.050681618812798e-05,0.0004898718361134074,-8.307618818076099e-05,0.008411702630750953,0.022983553321997877,0.0035097798265994497,50.0,0.001,0.0001,5e-05
0,10000000.0,10.0,-1000000.0,50.0,0.0004087831057356939,0.49478217146250286,0.00017867316094037034,5.371895684392683e-06,8.054060886108892e-07,0.019525978752100197,0.0015425230054303628,0.20089909139687664,0.014149901443593293,6.983163465054337e-09,1.5005862617708185e-09,5.2415470078664366e-11,1.2440659845029602e-11,8.650774637226795e-10,2.798044080882748e-10,1.27586987005239e-11,1.7108148200018023e-10,0.0026494208623530757,0.00010651207864158622,0.005350704347175406,0.00021420216262414048,3.583546652484457e-06,5.651075983543688e-07,-2.045710295413812e-06,3.656284061697202e-05,-4.139664649638232e-06,7.393845977798112e-05,2.279026695254351e-06,3.694133637692817e-07,50.0,0.001,0.0001,2e-05
