,RaT,Pr,RaS,Sc,x,Sbar,σSbar,Sp2,σSp2,chiS,σchiS,vxS,σvxS,vyS,σvyS,vzS,σvzS,Rρ,ν,κT,κS
11,-20000.0,1.0,10000000.0,10.0,0.006201251912180711,-0.42238287832174076,0.003191491808967575,0.0011455391911607648,0.0002168809461135055,0.018370621669441367,0.0017088256395653442,-1.1315675220708675e-05,3.080330296694157e-06,-0.030631223430094345,0.001833606209849163,-6.243254303090361e-05,0.0004043668097426249,0.02,0.001,0.001,0.0001
12,-20000.0,1.0,10000000.0,10.0,0.006923062781401507,-0.4134248980447819,0.003547617269640424,0.0014190348795357311,0.0002667002992043329,0.018211976317012532,0.0016610754445897222,-1.5740261493135168e-05,4.23238855161372e-06,-0.03307977241788134,0.0020184267211842597,-6.839976958251298e-05,0.0004413177441797006,0.02,0.001,0.001,0.0001
13,-20000.0,1.0,10000000.0,10.0,0.007673965121756554,-0.4041436652612054,0.003910862314785886,0.0017299992730244007,0.0003221611511781918,0.01801147624705187,0.0016027651955528757,-2.1417643509447418e-05,5.67800290501138e-06,-0.035413843872064706,0.002203687112099349,-7.432042682967094e-05,0.00047757569131243096,0.02,0.001,0.001,0.0001
14,-20000.0,1.0,10000000.0,10.0,0.008453914630111525,-0.39455330683550127,0.0042788236465600895,0.002079052264357636,0.00038278444467087103,0.017763139469788112,0.0015334464684778949,-2.857633924447038e-05,7.454656018977284e-06,-0.0376159579103564,0.00238843139016341,-8.015890244992473e-05,0.0005129103069619852,0.02,0.001,0.001,0.0001
15,-20000.0,1.0,10000000.0,10.0,0.009262865289553224,-0.3846710528492763,0.004648678568473305,0.0024659208903041433,0.0004478042521315447,0.017461519341153753,0.0014531976078700107,-3.745630846372843e-05,9.595182508887208e-06,-0.03967514336331851,0.002571546338312645,-8.587565763287364e-05,0.0005470877936200897,0.02,0.001,0.001,0.0001
16,-20000.0,1.0,10000000.0,10.0,0.010100769372104634,-0.3745175680716903,0.00501719656667394,0.00288927464742985,0.0005161574473319155,0.017102157525145528,0.0013627062945758433,-4.830115975762815e-05,1.2124951142922806e-05,-0.04157510230341367,0.0027520285755324517,-9.143095143631143e-05,0.0005798909288005189,0.02,0.001,0.001,0.0001
17,-20000.0,1.0,10000000.0,10.0,0.010967577441540671,-0.36411721994800933,0.0053807792028251564,0.0033465905715024833,0.000586497335303157,0.016682034441249178,0.0012632969577216248,-6.134842717567668e-05,1.5059088535671303e-05,-0.04330855453550379,0.002928712734796254,-9.678031699166107e-05,0.0006110997846271841,0.02,0.001,0.001,0.0001
18,-20000.0,1.0,10000000.0,10.0,0.01186323835630504,-0.353498246214452,0.005735532805918034,0.0038340691158948283,0.0006572349576220969,0.016199967184983455,0.0011568947058729123,-7.6817987686651e-05,1.840003577108477e-05,-0.04486396779494659,0.0031005350625976863,-0.00010187983952536011,0.0006405207315267435,0.02,0.001,0.001,0.0001
19,-20000.0,1.0,10000000.0,10.0,0.012787699272527653,-0.3426927937553522,0.006077373766794249,0.004346620054012048,0.0007266080196264475,0.015656893330602592,0.001045926602042847,-9.489973618328125e-05,2.213581921638192e-05,-0.04623607001485879,0.003266380158750324,-0.00010668302993703647,0.000667968555999149,0.02,0.001,0.001,0.0001
20,-20000.0,1.0,10000000.0,10.0,0.013740905647142226,-0.33173680339537054,0.006402163961537638,0.004877933273171599,0.0007927735723432895,0.015056000474432542,0.0009331726894688975,-0.00011574094992118388,2.6239238736866583e-05,-0.047420771259876295,0.003425181511998214,-0.00011114413090607646,0.0006932850470515489,0.02,0.001,0.001,0.0001
21,-20000.0,1.0,10000000.0,10.0,0.014722801241104394,-0.3206697189343352,0.006705869679517633,0.005420641239134407,0.0008539167101443117,0.01440268373440733,0.000821583379895632,-0.0001394346631414137,3.0668239821946446e-05,-0.048414262233968774,0.0035759536446811797,-0.00011521953037057944,0.0007163403148595128,0.02,0.001,0.001,0.0001
22,-20000.0,1.0,10000000.0,10.0,0.01573332812270989,-0.3095340203288161,0.006984733343216342,0.005966569391876097,0.0009083645928795821,0.013704316678147678,0.0007140841396725803,-0.00016601017590899496,3.536746274910236e-05,-0.049219901894578186,0.003717756113920671,-0.00011886712887700159,0.0007370270434516506,0.02,0.001,0.001,0.0001
23,-20000.0,1.0,10000000.0,10.0,0.016772426671012336,-0.29837458395534616,0.007235446514772773,0.006507060075766664,0.0009546940897169324,0.01296988760239867,0.0006133875627242605,-0.00019542613918812032,4.027090172144225e-05,-0.049836652547470266,0.003849797395139656,-0.00012205187266329831,0.0007552843328233017,0.02,0.001,0.001,0.0001
24,-20000.0,1.0,10000000.0,10.0,0.01784003557934105,-0.2872378920261882,0.0074553092335337915,0.007033345541472897,0.0009918213403258974,0.012209510598936614,0.0005218255953012222,-0.00022756788675032594,4.5305478185443886e-05,-0.05027387311249639,0.003971401249648528,-0.0001247422438698965,0.0007710701280291336,0.02,0.001,0.001,0.0001
25,-20000.0,1.0,10000000.0,10.0,0.018936091858918064,-0.27617113324299203,0.007642363669232378,0.007536939032294857,0.0010190642774010811,0.011433903876415746,0.0004412061117201396,-0.000262248003977316,5.039513628908743e-05,-0.05053430541260452,0.004082047836694506,-0.00012691722506993856,0.0007843990157314456,0.02,0.001,0.001,0.0001
26,-20000.0,1.0,10000000.0,10.0,0.020060530842574364,-0.26522122057325465,0.007795489619926682,0.008010010628144486,0.0010361719821678419,0.010653848200475814,0.0003726824996441174,-0.00029921180882092725,5.5465191171271296e-05,-0.05063155284332705,0.004181425419106411,-0.00012856164743906793,0.0007953019694575281,0.02,0.001,0.001,0.0001
27,-20000.0,1.0,10000000.0,10.0,0.021213286188565356,-0.2544338074226726,0.007914454466526345,0.00844571648253987,0.0010433197041395288,0.009879708566108945,0.0003166255058466835,-0.0003381454652294031,6.044640123826945e-05,-0.05057225302025355,0.004269355143433812,-0.00012967209637992105,0.0008038676716548853,0.02,0.001,0.001,0.0001
28,-20000.0,1.0,10000000.0,10.0,0.02239428988448497,-0.24385230803903768,0.007999913041484072,0.00883845634706902,0.0010410717088855006,0.009121019747078376,0.0002725124709098492,-0.000378688008979787,6.527857008592293e-05,-0.05037245171217408,0.004345929078283479,-0.00013025237297799476,0.0008101986748209185,0.02,0.001,0.001,0.0001
29,-20000.0,1.0,10000000.0,10.0,0.0236034722512784,-0.2335170294209099,0.00805335786061614,0.009184043561866575,0.001030318519237464,0.008386179061117155,0.00023891331516789853,-0.0004204445019935546,6.991323785374707e-05,-0.050042037615250966,0.004411337654895907,-0.000130316909740316,0.0008144478140173278,0.02,0.001,0.001,0.0001
30,-20000.0,1.0,10000000.0,10.0,0.024840761947353157,-0.2234643836389684,0.008077024575250424,0.009479780444588443,0.0010121963339192919,0.007682238539934725,0.0002136869812903013,-0.00046300100893522696,7.431545099514066e-05,-0.04959778327419302,0.004466045795518784,-0.00012988698633928627,0.0008167777027064721,0.02,0.001,0.001,0.0001
31,-20000.0,1.0,10000000.0,10.0,0.02610608597278824,-0.21372629452123498,0.00807376054148628,0.009724444228865708,0.0009879984621649067,0.007014795515688459,0.0001944068496478911,-0.0005059390788727621,7.846440062660777e-05,-0.04905168791238556,0.004510580235043925,-0.000128991390782107,0.0008173870773651114,0.02,0.001,0.001,0.0001
32,-20000.0,1.0,10000000.0,10.0,0.027399369673641066,-0.20432972952765951,0.008046867881838215,0.009918192342050974,0.0009590869185132621,0.0063879786604085975,0.0001788490357600564,-0.0005488497099985722,8.235309917982711e-05,-0.04841977276764048,0.004545684410754979,-0.00012766362975278348,0.0008164779721369213,0.02,0.001,0.001,0.0001
33,-20000.0,1.0,10000000.0,10.0,0.028720536746352082,-0.19529645758395575,0.007999932888405534,0.010062407349816458,0.0009268121291206273,0.005804495562379739,0.0001653220242893496,-0.0005913457300526407,8.598712048119998e-05,-0.04771482798729497,0.004572128787722513,-0.00012594055476896872,0.0008142705576878228,0.02,0.001,0.001,0.0001
34,-20000.0,1.0,10000000.0,10.0,0.030069509242246606,-0.18664294075264948,0.007936654472775624,0.010159496844872957,0.0008924453016451495,0.005265753769109154,0.0001527555343042441,-0.0006330717609158294,8.938267041031673e-05,-0.04695100794065698,0.004590800689703593,-0.00012386064730013398,0.0008109802360181496,0.02,0.001,0.001,0.0001
35,-20000.0,1.0,10000000.0,10.0,0.031446207572133816,-0.1783804295854137,0.007860682911094397,0.01021267301759852,0.000857126899699916,0.004772002235725121,0.00014061778966721294,-0.0006737123566787172,9.256417681029183e-05,-0.04614067838094692,0.0046025852472001616,-0.00012146183367612986,0.0008068226138709708,0.02,0.001,0.001,0.0001
36,-20000.0,1.0,10000000.0,10.0,0.032850550511002635,-0.17051517345630934,0.007775478165973135,0.010225725012870756,0.0008218317019953124,0.004322519488130083,0.00012876712182742115,-0.0007129966997614424,9.55616696921706e-05,-0.04529544802334532,0.004608371931298976,-0.00011878073473351727,0.0008020010367672754,0.02,0.001,0.001,0.0001
37,-20000.0,1.0,10000000.0,10.0,0.034282455202813755,-0.16304877113278307,0.007684194836131435,0.0102028037448743,0.000787350057648392,0.003915788904148421,0.00011730607933720313,-0.0007507019999769271,9.84081984136501e-05,-0.044426311907100585,0.0046090282230077185,-0.00011585080255358683,0.0007967049928356578,0.02,0.001,0.001,0.0001
38,-20000.0,1.0,10000000.0,10.0,0.03574183716538826,-0.15597860562308896,0.007589597366041896,0.01014822658753721,0.000754283688350434,0.00354969531714737,0.00010646292310547701,-0.0007866534086409915,0.00010113747210826884,-0.043542107244627336,0.004605329821528189,-0.0001127021830982723,0.0007911067618310998,0.02,0.001,0.001,0.0001
39,-20000.0,1.0,10000000.0,10.0,0.03722861029539218,-0.14929833710699025,0.007494007059356204,0.010066311269306736,0.0007230536059541965,0.003221690006266934,9.65030860972319e-05,-0.0008207234623706149,0.00010378191257998502,-0.04265186093913342,0.0045980219969876815,-0.00010936091311692482,0.0007853567413320101,0.02,0.001,0.001,0.0001
40,-20000.0,1.0,10000000.0,10.0,0.038742686873416365,-0.1429984517567927,0.007399279693739478,0.009961242355740722,0.0006939179324092148,0.0029289569638356375,8.766637500000811e-05,-0.0008528286951053943,0.00010637116107314336,-0.04176176670774873,0.0045876971714138015,-0.00010584901443968397,0.0007795862737454453,0.02,0.001,0.001,0.0001
41,-20000.0,1.0,10000000.0,10.0,0.040283977569152,-0.1370667898436616,0.007306810455312056,0.00983696842142741,0.000666996086696874,0.0026685410896519395,8.012624406265993e-05,-0.0008829264241458275,0.00010893108981759502,-0.0408786859526326,0.004574921883119879,-0.00010218505550407592,0.0007739024285991358,0.02,0.001,0.001,0.0001
42,-20000.0,1.0,10000000.0,10.0,0.04185239144666106,-0.13148911192259907,0.00721756259388671,0.009697133405779112,0.0006422970527445803,0.00243746580216456,7.396760396351739e-05,-0.0009110096036184408,0.00011148322927046073,-0.040006492629059295,0.004560084957693916,-9.838416437183277e-05,0.000768393774627343,0.02,0.001,0.001,0.0001
43,-20000.0,1.0,10000000.0,10.0,0.04344783596974164,-0.12624958019339064,0.007132113036762706,0.009545030390896696,0.0006197477672524631,0.002232814934381802,6.918011610316518e-05,-0.0009371021630422816,0.000114044557145575,-0.039150001484243836,0.004543565939122348,-9.445975213451978e-05,0.0007631260648719057,0.02,0.001,0.001,0.0001
44,-20000.0,1.0,10000000.0,10.0,0.04507021700738742,-0.12133127287102205,0.00705071156409409,0.009383585397914689,0.0005992200286445143,0.0020518007441005003,6.566420613287614e-05,-0.0009612534343531121,0.00011662756555762405,-0.03831120767940968,0.00452556950112868,-9.042309337009018e-05,0.0007581485757313815,0.02,0.001,0.001,0.0001
45,-20000.0,1.0,10000000.0,10.0,0.046719438839341404,-0.11671656800743088,0.00697334452478169,0.009215351345443096,0.0005805528316286593,0.0018918043748898225,6.324849945360776e-05,-0.0009835330788175195,0.00011924055008992336,-0.03749318455193311,0.004506314233116411,-8.628550197491968e-05,0.0007534917881656834,0.02,0.001,0.001,0.0001
46,-20000.0,1.0,10000000.0,10.0,0.04839540416174354,-0.11238756613161709,0.006899802032824978,0.00904252632491319,0.0005635701685235443,0.0017504044621408242,6.171604138490546e-05,-0.0010040261828290003,0.00012188811595446685,-0.03669652600594734,0.0044858633882772034,-8.205723343814008e-05,0.0007491729225897205,0.02,0.001,0.001,0.0001
47,-20000.0,1.0,10000000.0,10.0,0.05009801409287151,-0.1083263554118557,0.006829738382555461,0.008866969886595449,0.000548092954205935,0.0016253889099216527,6.083545269044888e-05,-0.0010228285608184797,0.00012457180065900765,-0.035922942260383096,0.004464317680911574,-7.774936922276737e-05,0.0007451961947753936,0.02,0.001,0.001,0.0001
48,-20000.0,1.0,10000000.0,10.0,0.05182716817897473,-0.10451532893013286,0.006762728588563338,0.008690238911980641,0.0005339469937315214,0.0015147588902637156,6.0390791158708794e-05,-0.0010400432085053773,0.00012729082659325414,-0.03517207351614744,0.004441649018003438,-7.33723309016664e-05,0.0007415565413766833,0.02,0.001,0.001,0.0001
49,-20000.0,1.0,10000000.0,10.0,0.05358276440020107,-0.10093733470496505,0.006698310525626728,0.008513612009940831,0.0005209672214402916,0.001416724231911773,6.0203168426669116e-05,-0.0010557763692613177,0.00013004278761847364,-0.03444463602655652,0.0044178849304805645,-6.893717287678763e-05,0.0007382421436460682,0.02,0.001,0.001,0.0001
50,-20000.0,1.0,10000000.0,10.0,0.05536469917661624,-0.09757589410446403,0.006636020697571399,0.008338130611148162,0.000509000724617953,0.0013296935828082032,6.014035343740402e-05,-0.0010701355380683558,0.00013282432525174738,-0.03373969174735726,0.004392950072324802,-6.445439098353979e-05,0.0007352355703388668,0.02,0.001,0.001,0.0001
51,-20000.0,1.0,10000000.0,10.0,0.05717286737431476,-0.09441525711243187,0.00657541381184237,0.008164622374238373,0.0004979084140935983,0.0012522631114164364,6.011674264650959e-05,-0.001083226303833852,0.000135631559379005,-0.033057276496421054,0.004366833733608271,-5.9934511472745944e-05,0.0007325177528141717,0.02,0.001,0.001,0.0001
52,-20000.0,1.0,10000000.0,10.0,0.05900716231162287,-0.09144053984592486,0.006516079336036281,0.007993739900769717,0.000487566730183409,0.0011832023197709037,6.0086302343811e-05,-0.001095151719716048,0.0001384604489782901,-0.03239616269724359,0.004339444981275811,-5.538764950967304e-05,0.0007300662844311906,0.02,0.001,0.001,0.0001
53,-20000.0,1.0,10000000.0,10.0,0.06086747576539289,-0.08863771245219727,0.006457645471206645,0.007825979341482457,0.0004778684010218607,0.0011214396960261778,6.002978432396138e-05,-0.00110600981450846,0.00014130690732880194,-0.031755949212159164,0.00431075885569392,-5.082333640794626e-05,0.000727859906216782,0.02,0.001,0.001,0.0001
54,-20000.0,1.0,10000000.0,10.0,0.06275369797738822,-0.08599367572497005,0.006399785984977082,0.007661713936349093,0.0004687230194337179,0.001066043459581528,5.994058022771936e-05,-0.0011158940793962054,0.0001441670076023372,-0.03113532706226667,0.004280692233164634,-4.625099142103059e-05,0.0007258744276270209,0.02,0.001,0.001,0.0001
55,-20000.0,1.0,10000000.0,10.0,0.0646657176607591,-0.08349620818213532,0.006342218531543413,0.007501207414170126,0.0004600564121318094,0.0010162048552208554,5.98156731478064e-05,-0.0011248916282077938,0.00014703710116511975,-0.030533636131498305,0.004249224784685493,-4.1679096098235765e-05,0.000724087130337401,0.02,0.001,0.001,0.0001
56,-20000.0,1.0,10000000.0,10.0,0.06660342200660846,-0.08113399912113405,0.0062847087042351485,0.007344640492214892,0.00045180975584746796,0.0009712207051664716,5.965344896856749e-05,-0.0011330843720212646,0.00014991407304418397,-0.029949627687844073,0.004216300822854658,-3.711627675919795e-05,0.0007224717371540836,0.02,0.001,0.001,0.0001
57,-20000.0,1.0,10000000.0,10.0,0.0685666966906478,-0.07889657783552291,0.006227067145621966,0.007192118933633103,0.000443938072462284,0.0009304808718887482,5.945400331321199e-05,-0.0011405475872237,0.0001527953802841643,-0.0293825053694894,0.004181919476692842,-3.256996915835255e-05,0.000721002616992197,0.02,0.001,0.001,0.0001
58,-20000.0,1.0,10000000.0,10.0,0.07055542587994224,-0.07677431552297137,0.006169151923064516,0.007043692167543621,0.00043640908290908863,0.0008934553854398222,5.921880100430405e-05,-0.0011473510529523606,0.0001556789620610389,-0.02883116914138481,0.004146067134806275,-2.8047595855230924e-05,0.0007196507590771735,0.02,0.001,0.001,0.0001
59,-20000.0,1.0,10000000.0,10.0,0.0725694922397444,-0.07475835269285117,0.006110865272986589,0.00689935825177786,0.00042920191744382787,0.0008596869767030504,5.895026152437698e-05,-0.0011535580206524405,0.00015856287085127483,-0.028294763500334684,0.004108771503070846,-2.3555469977427344e-05,0.0007183874875727864,0.02,0.001,0.001,0.0001
60,-20000.0,1.0,10000000.0,10.0,0.07460877694041751,-0.07284057541067909,0.006052153596698033,0.00675907647539038,0.00042230590335183197,0.000828784119174757,5.865222897886079e-05,-0.001159226103734918,0.00016144481834378535,-0.02777238345759584,0.00407006923190016,-1.909978589842748e-05,0.0007171828046849069,0.02,0.001,0.001,0.0001
61,-20000.0,1.0,10000000.0,10.0,0.07667315966444616,-0.07101355178867505,0.005993003754855573,0.0066227739862946555,0.00041571904382765396,0.0008004140135364723,5.8328903205123073e-05,-0.0011644073626262267,0.00016432187069524408,-0.027263157746949637,0.004030017908447845,-1.4686660969866658e-05,0.0007160073198957288,0.02,0.001,0.001,0.0001
62,-20000.0,1.0,10000000.0,10.0,0.07876251861353495,-0.06927048843643634,0.005933438694235694,0.006490355000274139,0.0004094456916924701,0.0007742914721617187,5.7982646075369116e-05,-0.001169148778101389,0.00016719026761925342,-0.02676639264609888,0.003988701481630465,-1.0322055565410334e-05,0.0007148335012626305,0.02,0.001,0.001,0.0001
63,-20000.0,1.0,10000000.0,10.0,0.08087673051579478,-0.06760518806909059,0.005873512436314274,0.006361710816597134,0.0004034936719879474,0.0007501664409706912,5.761221036286031e-05,-0.0011734936727934792,0.0001700458017316651,-0.026281234852376403,0.003946196448776061,-6.013164767157865e-06,0.0007136347304248328,0.02,0.001,0.001,0.0001
64,-20000.0,1.0,10000000.0,10.0,0.08301567063301568,-0.06601199555899176,0.00581330018131865,0.006236722637085967,0.0003978702342591277,0.0007278164646616604,5.721487607468054e-05,-0.0011774807924160376,0.0001728841112975747,-0.025807199021203302,0.0039026152894379006,-1.7661214016304705e-06,0.0007123904003770914,0.02,0.001,0.001,0.0001
65,-20000.0,1.0,10000000.0,10.0,0.0851792127680264,-0.06448578084073471,0.005752892539322882,0.006115271316342166,0.00039257910017544704,0.0007070428806572368,5.679019671089648e-05,-0.0011811468377421657,0.00017570150480869875,-0.025343482338261593,0.0038580310179300477,2.411397530939852e-06,0.0007110821568059023,0.02,0.001,0.001,0.0001
66,-20000.0,1.0,10000000.0,10.0,0.08736722927214002,-0.06302187554583225,0.005692380671390877,0.0059972317696713375,0.00038761773828309073,0.0006876727386979421,5.6343771008114936e-05,-0.0011845235886840332,0.0001784949786583074,-0.02488979778412528,0.0038125582642882607,6.515369437761142e-06,0.0007097030337092176,0.02,0.001,0.001,0.0001
67,-20000.0,1.0,10000000.0,10.0,0.08957959105268531,-0.06161607282812041,0.005631852131457982,0.005882484143668769,0.00038297814147918115,0.0006695562499588987,5.588626058110958e-05,-0.001187641899261336,0.00018126267830115349,-0.024445417440703786,0.0037662457551123508,1.0541206509327042e-05,0.0007082495973187463,0.02,0.001,0.001,0.0001
68,-20000.0,1.0,10000000.0,10.0,0.09181616758062303,-0.06026455114221688,0.005571375776795818,0.005770903564550311,0.0003786476664021215,0.0006525658366841228,5.542876532305185e-05,-0.00119052682244612,0.00018400319392411314,-0.02401023163344932,0.00371919311105008,1.4490879839505867e-05,0.0007067327373283807,0.02,0.001,0.001,0.0001
69,-20000.0,1.0,10000000.0,10.0,0.0940768268982472,-0.05896388190632138,0.005511005954533458,0.005662375113105514,0.00037461267059485934,0.0006365886937376537,5.4977310513561816e-05,-0.0011932034381163534,0.0001867159005636773,-0.02358359386796805,0.003671420226562993,1.836534183043834e-05,0.0007051635789041652,0.02,0.001,0.001,0.0001
70,-20000.0,1.0,10000000.0,10.0,0.09636143562697061,-0.057710941792200196,0.005450772396746204,0.005556779438318355,0.0003708586680644636,0.0006215264248463373,5.453281987566017e-05,-0.001195690016468667,0.00018940003805900603,-0.023165532424814412,0.0036230131302444637,2.2172170600135317e-05,0.0007035645580998669,0.02,0.001,0.001,0.0001
71,-20000.0,1.0,10000000.0,10.0,0.09866985897519406,-0.0565029223525395,0.005390693295695322,0.005454009895784186,0.00036737181795122966,0.0006072915031026496,5.409299048509809e-05,-0.0011980061322447156,0.00019205518619115703,-0.022755466325359637,0.0035739752116028317,2.5914537421605285e-05,0.00070195069669236,0.02,0.001,0.001,0.0001
72,-20000.0,1.0,10000000.0,10.0,0.10100196074625914,-0.055337237216364514,0.005330766658954021,0.0053539541798340255,0.0003641358508568896,0.0005938110053564297,5.365360528421904e-05,-0.0012001641850421382,0.00019468006080374718,-0.022353505477487094,0.0035243904820181603,2.9600461343693053e-05,0.000700343317608097,0.02,0.001,0.001,0.0001
73,-20000.0,1.0,10000000.0,10.0,0.1033576033464837,-0.054211534137481594,0.005270985834230218,0.005256514524215391,0.00036113278650403845,0.0005810212155196996,5.320804684205876e-05,-0.001202179922542096,0.0001972731833690095,-0.021959105855817805,0.003474260092035751,3.3229951067950804e-05,0.0006987504882942201,0.02,0.001,0.001,0.0001
74,-20000.0,1.0,10000000.0,10.0,0.10573664779327999,-0.05312361301836584,0.005211327479998898,0.0051615880516433415,0.00035834018542155253,0.0005688685443535082,5.275175677985385e-05,-0.0012040619586163957,0.00019983184779693856,-0.021572404901938264,0.0034236739817276626,3.6806500207654254e-05,0.0006971846392291115,0.02,0.001,0.001,0.0001
75,-20000.0,1.0,10000000.0,10.0,0.10813895372335455,-0.0520714466533636,0.005151768401002912,0.005069090055321661,0.0003557343939562746,0.0005573034126111133,5.228729446673826e-05,-0.0012058239269984701,0.00020235363144570587,-0.021192879172852123,0.003372640589698052,4.032283597752503e-05,0.0006956431521516405,0.02,0.001,0.001,0.0001
76,-20000.0,1.0,10000000.0,10.0,0.11056437940098959,-0.05105312173146029,0.00509227511803328,0.004978932879064728,0.0003532903126679029,0.0005462812321104469,5.182272282077598e-05,-0.0012074718093003397,0.0002048359868594257,-0.020820664727464373,0.00332126048211265,4.3774873133093765e-05,0.0006941284238501803,0.02,0.001,0.001,0.0001
77,-20000.0,1.0,10000000.0,10.0,0.11301278172640539,-0.05006686166974974,0.005032826268669391,0.004891048953329031,0.0003509879066503003,0.0005357555353656181,5.136207506872145e-05,-0.0012090176665085603,0.00020727825851809704,-0.020455266025736534,0.0032695554559633833,4.714744120129739e-05,0.0006926288126962128,0.02,0.001,0.001,0.0001
78,-20000.0,1.0,10000000.0,10.0,0.11548401624420318,-0.049110986724997245,0.004973404041244119,0.0048053653290148135,0.00034881270217184795,0.0005256826390585412,5.090184633969237e-05,-0.0012104654682220937,0.0002096807009502977,-0.020096808219413,0.003217637396193311,5.0430805432821766e-05,0.0006911400569398821,0.02,0.001,0.001,0.0001
79,-20000.0,1.0,10000000.0,10.0,0.11797793715188806,-0.04818392510410537,0.004914014813579208,0.00472182306210449,0.0003467605297959414,0.0005160248789097716,5.0438634669527295e-05,-0.0012118262190376587,0.000212045598835372,-0.01974483456438792,0.003165542654007632,5.360631518509338e-05,0.000689646854785462,0.02,0.001,0.001,0.0001
80,-20000.0,1.0,10000000.0,10.0,0.12049439730847131,-0.04728419268376656,0.004854674190660641,0.004640351039678356,0.00034483369622680804,0.0005067574558967314,4.997802147227772e-05,-0.0012131025647124378,0.00021437523495995023,-0.01939944732638059,0.0031133905963098433,5.666415121533955e-05,0.0006881430797739183,0.02,0.001,0.001,0.0001
